Job Title,Salary Estimate,Job Description,Company Name,Rating,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue,salary_estimate_split,salary_estimate_hourly,min_salary,max_salary,avg_salary,age,power_bi_yn,tableau_yn,python_yn,sql_yn,excel_yn,machine_learning_yn,job_simp,desc_len
"Data Analyst, Sustainability & Responsibility",MYR 47K - MYR 71K (Employer est.),"Key Purpose of the Job:
Develop user account licenses house-keeping, develop analytics and reporting framework for Product Stewardship IT Platform (SARGE) and implement.
Act as Team Subject Matter Expert in managing SARGE platform, reporting on product and materials testing, root cause analysis and advisory to the Product Stewardship and sourcing teams as needed.
Develop value-add reports and dashboards, while providing data interpretation advisory for various internal audiences that enable business decision making.
Key Areas of Responsibility:
Collaborate with Digital Technology Department (DT) and E2Open to develop user account licensing management framework, implement and monitor user licenses based on this process flow.

Language Proficiency",VF Corporation,4.1,Pantai Valley,10000+ Employees,1889,Company - Public,"Department, Clothing, & Shoe Stores",Retail,$10+ billion (USD), 47 -  71 ,0,47,71,59.0,131,0,0,0,0,0,0,data analyst,755
Senior Data Analyst,MYR 96K (Employer est.),"Responsibilities:

Quickly understands the business issues and data challenges of the client's organization and industry.
Reviews and edits data requirements, interface specifications, business processes and recommendations related to proposed solution.
Develops use cases, product requirements and interface specifications for client engagements.
Recommend improvement plan based on insights and perform health check on customers adoption rate.
Drive testing efforts.",Brandt International Sdn Bhd,3.4,Kuala Lumpur,501 to 1000 Employees,-1,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable, 96 ,0,96,96,96.0,-1,0,0,0,0,0,0,senior data analyst,468
Real Time Analyst/ Workforce Management (RTA/WFM),MYR 48K - MYR 60K (Employer est.),"Job Requirement:
1. Conduct real-time monitoring of agents through the Cisco system for real-time adherence view to ensure schedule adherence and notify support personnel on the floor to resolve adherence issues
2. Handle agents' pending time-off requests, schedule swaps, leave applications, etc. and the daily exception management of Brandt International (PDB project).
3. Allocate resources to alternative tasks during low call volume for staff optimization
4. Provide scheduling and forecasting expertise to ensure staffing and support levels are sufficient to cover anticipated call/email/case/outbound volume
5. Coordinates/arrange programs session to improve the productivity of staff, including training, talent acquisition and performance evaluation
6. Liaise with stakeholders to update and maintain attendance, adherence, schedule, overtime, and allowance report for payroll purpose
7. Execute reporting packages for agents, teams, and provide analysis of areas of opportunity, AHT, ACW, QA, Schedule Adherence, SLA stats for a previous day, WTD, and MTD
8. Create reports and dashboards that demonstrate performance and efficiency within the operational business units by utilizing both quantitative and qualitative data's
9. Send out regular performance updates to respective stakeholders. Communicate with senior management about the team performance and results
10. To work on any ad-hoc duties deemed necessary for the project and extend support to any other company-related ad-hoc tasks assigned by the company.",Brand International,-1.0,Malaysia,1 to 50 Employees,-1,Company - Public,-1,-1,Unknown / Non-Applicable, 48 -  60 ,0,48,60,54.0,-1,0,0,0,0,0,0,real time analyst,1528
Data Analyst,MYR 25K - MYR 91K (Employer est.),"Your work makes the difference between a user seeing a bus drive away or reaching it just in time. We feel a great sense of responsibility at Citymapper. Millions of users around the world trust our green app to be on time for work, a job interview or a date.
As one of our Data Analysts you will build the timetable data that powers the Citymapper app and help launch new cities. You'll use secret magic (and our internal tools) to transform often messy transit schedules into shiny and reliable user information whilst building, validating, and shipping data directly to users on a daily basis.
Working with our engineers to improve tools and automate tasks, you'll manage data in a range of cities across different formats.
This role is designed for contractors based in Malaysia.",Citymapper,-1.0,Kuala Lumpur,-1,-1,-1,-1,-1,-1, 25 -  91 ,0,25,91,58.0,-1,0,0,0,0,0,0,data analyst,783
DATA ANALYST,MYR 42K - MYR 60K (Employer est.),"Basic Background & Requirement:
Bachelor in Actuarial Science, Engineering, Science Studies, Economy Management.
Hire on Project Basis First.
*Interpret data, analyze results using statistical techniques and provide ongoing reports.
*Develop and implement databases, data collection systems, data analytics and other strategies that optimize statistical efficiency and quality.
*Acquire data from primary or secondary data sources from Operation Department or Marketing.",MyFundAction,-1.0,Shah Alam,-1,-1,-1,-1,-1,-1, 42 -  60 ,0,42,60,51.0,-1,0,0,0,0,0,0,data analyst,470
Data Analyst,MYR 42K - MYR 48K (Employer est.),"Job responsibilities: 1. Provide data support for the needs of the company's operational decision-making, marketing department, sales department, partners, etc. 2. Settle the remuneration for the partners according to the agreement signed. 3. Responsible for departmental routine data statistics, including daily, weekly, monthly, and annual reports. Prepare company performance evaluation report, partner performance evaluation report, etc. 4. Understand business operation logic, use data analysis methods to find bottlenecks to be improved, report to superiors and headquarters in a timely manner, and put forward targeted improvement suggestions 5. Handle customer's request by email and improve customer satisfaction 6. Complete various tasks assigned by the leader Job requirements: 1. Bachelor degree or above, majors in asset management, mathematics, statistics, finance, etc. are preferred 2. Intermediate English and Chinese level or above, can communicate with headquarters in English and communicate with Chinese customers in Chinese fluently; 3. One year or more of financial industry or data analysis related work experience is preferred 4. Proficient in all kinds of Office software, especially EXCEL 5. Have strong logic analysis ability, data sensitivity, rigorous and responsible in work 6. The night shift from 13:00-22:00 is acceptable, usually once every 2-3 months, once a month Benefits: 1. Salary composition: basic salary + night shift subsidy + quarterly bonus; 2. Colorful benefits: social insurance and employment security and public accumulation funds, paid annual leave, holiday gifts, etc.; 3. Enriched training: new employee training, business training, team leader’s teaching, regular sharing; 4. Job development: annual salary increase
GK International is a leading Malaysian-based Business Consulting and Process Outsourcing (BPO) company providing outsourced customer service, telemarketing, sales, support, and next-generation contact center solutions powered by Insights, AI, and cloud solutions. With the ability to cater for diverse verticals with intelligent business operations. We specialize in Contact Center services, Telemarketing services, Appointment setting services & complete Sales Pipeline management. Our Mission is to help our clients to deliver their brand promise consistently and to ensure that your customers remain loyal. We assist in maximizing your customer experience by ensuring the people, processes, and operations consistently maintain a sharp focus on service, quality, and high business performance. We are customer experience practitioners bringing deep global industry expertise and experience at your service. GK International Consulting provides a full range of customer contact services, including customer care, technical support, loyalty management, outbound and inbound sales. Through both human and digital approaches, we help our clients reduce costs, enable scale and drive revenue growth.
Bachelor's or Equivalent",GK International Consulting Sdn Bhd,-1.0,Kuala Lumpur,-1,-1,-1,-1,-1,-1, 42 -  48 ,0,42,48,45.0,-1,0,0,0,0,1,0,data analyst,2993
Data Migration Analyst,MYR 96K (Employer est.),"Requirements
· Must be Malaysian
Job Descriptions
· 6-months contract position
· Up to RM8000 PM
· Develop new GIS data design and structure
· Document the new GIS data design and structure
· Works closely with GIS developers in the apps team to support their need on the GIS spatial data technology domain",AMK Technology Sdn Bhd,4.2,Kuala Lumpur,201 to 500 Employees,2002,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable, 96 ,0,96,96,96.0,18,0,0,0,0,0,0,data migration analyst,306
Industry Analyst,MYR 48K - MYR 65K (Employer est.),"This is a permanent work-from-home position.
Starting Salary
$960 - $1400/month (4k MYR - 5.8K MYR) depending on experience.
ENF Industry Directory
We have two industry sites, www.enfsolar.com and www.enfrecycling.com - focusing on the solar industry and recycling industry.
The sites are a database of all the companies and products in the solar and recycling industry that allows users to find suppliers and customers.
We started the company 16 years ago with our solar site, and for the past 15 years, it has been the most popular in the world (now with 3 million business users each year). We have offices in UK and China, but around half our staff are based in other countries around the world and work remotely from home.",ENF Solar Ltd.,-1.0,Kuala Lumpur,-1,-1,-1,-1,-1,-1, 48 -  65 ,0,48,65,56.5,-1,0,0,0,0,0,0,industry analyst,727
Data Analyst,MYR 36 - MYR 42 Per Hour(Employer est.),"DATA ANALYST
Minimum with 3 years full experience in data analyst and experience in data engineer.
Your new role
perform the analysis, running various mathematical calculations to determine how the data samples might best be applied to profit the business
conducts a verification/accuracy process of data and used this information to see impact on the business profits and business operations
acquires data from internal data sources and external data sources; build a system to maintain databases/data systems
conduct structured knowledge transfer activities for the identified client IT personnel and monthly report on the progress of these activities",Strato Solutions Sdn Bhd,-1.0,Kuala Lumpur,Unknown,-1,Company - Public,-1,-1,Unknown / Non-Applicable, 36 -  42 ,1,72,84,39.0,-1,0,0,0,0,0,0,data analyst,653
Data Analyst,MYR 42K - MYR 48K (Employer est.),"1. Interpret data, analyze results using statistical techniques and provide ongoing reports. 2. Develop and implement databases, data collection systems, data analytics and other strategies that optimize statistical efficiency and quality. 3. Acquire data from primary or secondary data sources from Operation Department or Marketing. 4. Maintain databases/data systems for the organization and liaise with Account Department. 5. Identify, analyze, and interpret trends or patterns in complex data sets provided by the departments involved. 6. Filter, segmentize and replenish @ clean data to allow better audience target in future. 7. Work with management to prioritize business and information needs. 8. Locate and define new process improvement opportunities. 9. Present findings to the management whenever needed. 10. Troubleshooting the reporting database environment and reports. 11. Evaluating changes and updates to source production systems. 12. Training end-users on new reports and dashboards. 13. Providing technical expertise in data storage structures, data mining, and data cleansing.
MyFundAction is a registered and one of the very active NGOs which focuses on youth development in 3 aspects; Volunteerism , Entrepreneurship and Academic Excellence OUR VISION To become the best foundation that is able to nurture holistic global leaders. OUR MISSION Developing young muslim leaders by nurturing entrepreneurial mindset in order to provide the best solution for mankind through Islamic values.
Bachelor's or Equivalent",MyFundAction (Yayasan Kebajikan Muslim),-1.0,Shah Alam,-1,-1,-1,-1,-1,-1, 42 -  48 ,0,42,48,45.0,-1,0,0,0,0,1,0,data analyst,1535
Junior Data Analyst (Recent Graduate May be Considered),MYR 25K - MYR 38K (Employer est.),"Junior Data Scientist
PM101 Consulting Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia
The ideal candidate's favorite words are learning, data, scale, and agility. You will leverage your strong collaboration skills and ability to extract valuable insights from highly complex data sets to ask the right questions and find the right answers.
Responsibilities
· Analyze raw data: assessing quality, cleansing, structuring for downstream processing
· Identify opportunities for leveraging company data to drive business solutions.",PM101 Consulting,-1.0,Kuala Lumpur,-1,-1,-1,-1,-1,-1, 25 -  38 ,0,25,38,31.5,-1,0,0,0,0,0,0,junior data analyst ,537
Data Science Analyst,MYR 36K - MYR 42K (Employer est.),"• Designing and maintaining data systems and databases; this includes fixing coding errors and other data-related problems. • Mining data from primary and secondary sources, then reorganizing said data in a format that can be easily read by either human or machine. • Using statistical tools to interpret data sets, paying particular attention to trends and patterns that could be valuable for diagnostic and predictive analytics efforts. • Demonstrating the significance of their work in the context of local, national, and global trends that impact both their organization and industry. • Preparing reports for executive leadership that effectively communicate trends, patterns, and predictions using relevant data. • Collaborating with programmers, engineers, and organizational leaders to identify opportunities for process improvements, recommend system modifications, and develop policies for data governance. • Creating appropriate documentation that allows stakeholders to understand the steps of the data analysis process and duplicate or replicate the analysis if necessary.
We are professional IT solutions and service provider founded in 2008. With more than 10 years of experience, we have helped many customers in refining their IT infrastructure to empower the business. We are also the pioneer in application and desktop virtualization in Malaysia. Our clienteles are across different industries, which include SMB, Enterprises, financial, education, private, and public sectors.
Bachelor's or Equivalent",REFINENETWORKS SDN BHD,-1.0,Petaling Jaya,-1,-1,-1,-1,-1,-1, 36 -  42 ,0,36,42,39.0,-1,0,0,0,0,0,0,data science analyst,1520
Data Analyst,MYR 84K - MYR 96K (Employer est.),"· Extract, analyze, interpret & identifying pattern in data from various tables
· Managing master data, including creation, updates, and deletion
· Generate reports from single or multiple systems
· Report the results of analysis to the relevant team members
· Supporting initiatives for data integrity and normalization
· Assess the quality of data and filter/clean data by reviewing computer reports, printouts, and performance indicators to locate and correct code problems
· Perform initial analysis to work with Project Manager and delivery team to develop Data Management solution",SVI TECHNOLOGIES SDN BHD,3.5,Kuala Lumpur,51 to 200 Employees,2015,Company - Private,IT Services,Information Technology,$1 to $5 million (USD), 84 -  96 ,0,84,96,90.0,5,0,0,0,0,0,0,data analyst,586
Data Analyst,MYR 48K - MYR 96K (Employer est.),"Responsibilities
Build clear visualizations in the form of reports and dashboards to convey complicated data to non-technical audience
Develop and enhance data models to support the visualizations and analysis required
Communicate actionable insights with e-commerce clients that align with their strategic goals
Qualifications
Bachelor's degree in Computer Science, Statistics, Applied Mathematics or equivalent experience
2 - 5 years' Business Intelligence and Consulting experiences preferred",Flow Analytics Sdn Bhd,-1.0,Kuala Lumpur,-1,-1,-1,-1,-1,-1, 48 -  96 ,0,48,96,72.0,-1,0,0,0,0,0,0,data analyst,495
Data Analyst,MYR 25K - MYR 91K (Employer est.),"Your work makes the difference between a user seeing a bus drive away or reaching it just in time. We feel a great sense of responsibility at Citymapper. Millions of users around the world trust our green app to be on time for work, a job interview or a date.
As one of our Data Analysts you will build the timetable data that powers the Citymapper app and help launch new cities. You'll use secret magic (and our internal tools) to transform often messy transit schedules into shiny and reliable user information whilst building, validating, and shipping data directly to users on a daily basis.
Working with our engineers to improve tools and automate tasks, you'll manage data in a range of cities across different formats.
This role is designed for contractors based in Malaysia.",Citymapper,-1.0,Kuala Lumpur,-1,-1,-1,-1,-1,-1, 25 -  91 ,0,25,91,58.0,-1,0,0,0,0,0,0,data analyst,783
DATA ANALYST,MYR 42K - MYR 60K (Employer est.),"Basic Background & Requirement:
Bachelor in Actuarial Science, Engineering, Science Studies, Economy Management.
Hire on Project Basis First.
*Interpret data, analyze results using statistical techniques and provide ongoing reports.
*Develop and implement databases, data collection systems, data analytics and other strategies that optimize statistical efficiency and quality.
*Acquire data from primary or secondary data sources from Operation Department or Marketing.",MyFundAction,-1.0,Shah Alam,-1,-1,-1,-1,-1,-1, 42 -  60 ,0,42,60,51.0,-1,0,0,0,0,0,0,data analyst,470
Industry Analyst,MYR 48K - MYR 65K (Employer est.),"This is a permanent work-from-home position.
Starting Salary
$960 - $1400/month (4k MYR - 5.8K MYR) depending on experience.
ENF Industry Directory
We have two industry sites, www.enfsolar.com and www.enfrecycling.com - focusing on the solar industry and recycling industry.
The sites are a database of all the companies and products in the solar and recycling industry that allows users to find suppliers and customers.
We started the company 16 years ago with our solar site, and for the past 15 years, it has been the most popular in the world (now with 3 million business users each year). We have offices in UK and China, but around half our staff are based in other countries around the world and work remotely from home.",ENF Solar Ltd.,-1.0,Kuala Lumpur,-1,-1,-1,-1,-1,-1, 48 -  65 ,0,48,65,56.5,-1,0,0,0,0,0,0,industry analyst,727
Data Analyst,MYR 42K - MYR 48K (Employer est.),"Job responsibilities: 1. Provide data support for the needs of the company's operational decision-making, marketing department, sales department, partners, etc. 2. Settle the remuneration for the partners according to the agreement signed. 3. Responsible for departmental routine data statistics, including daily, weekly, monthly, and annual reports. Prepare company performance evaluation report, partner performance evaluation report, etc. 4. Understand business operation logic, use data analysis methods to find bottlenecks to be improved, report to superiors and headquarters in a timely manner, and put forward targeted improvement suggestions 5. Handle customer's request by email and improve customer satisfaction 6. Complete various tasks assigned by the leader Job requirements: 1. Bachelor degree or above, majors in asset management, mathematics, statistics, finance, etc. are preferred 2. Intermediate English and Chinese level or above, can communicate with headquarters in English and communicate with Chinese customers in Chinese fluently; 3. One year or more of financial industry or data analysis related work experience is preferred 4. Proficient in all kinds of Office software, especially EXCEL 5. Have strong logic analysis ability, data sensitivity, rigorous and responsible in work 6. The night shift from 13:00-22:00 is acceptable, usually once every 2-3 months, once a month Benefits: 1. Salary composition: basic salary + night shift subsidy + quarterly bonus; 2. Colorful benefits: social insurance and employment security and public accumulation funds, paid annual leave, holiday gifts, etc.; 3. Enriched training: new employee training, business training, team leader’s teaching, regular sharing; 4. Job development: annual salary increase
GK International is a leading Malaysian-based Business Consulting and Process Outsourcing (BPO) company providing outsourced customer service, telemarketing, sales, support, and next-generation contact center solutions powered by Insights, AI, and cloud solutions. With the ability to cater for diverse verticals with intelligent business operations. We specialize in Contact Center services, Telemarketing services, Appointment setting services & complete Sales Pipeline management. Our Mission is to help our clients to deliver their brand promise consistently and to ensure that your customers remain loyal. We assist in maximizing your customer experience by ensuring the people, processes, and operations consistently maintain a sharp focus on service, quality, and high business performance. We are customer experience practitioners bringing deep global industry expertise and experience at your service. GK International Consulting provides a full range of customer contact services, including customer care, technical support, loyalty management, outbound and inbound sales. Through both human and digital approaches, we help our clients reduce costs, enable scale and drive revenue growth.
Bachelor's or Equivalent",GK International Consulting Sdn Bhd,-1.0,Kuala Lumpur,-1,-1,-1,-1,-1,-1, 42 -  48 ,0,42,48,45.0,-1,0,0,0,0,1,0,data analyst,2993
Data Analyst,MYR 36 - MYR 42 Per Hour(Employer est.),"DATA ANALYST
Minimum with 3 years full experience in data analyst and experience in data engineer.
Your new role
perform the analysis, running various mathematical calculations to determine how the data samples might best be applied to profit the business
conducts a verification/accuracy process of data and used this information to see impact on the business profits and business operations
acquires data from internal data sources and external data sources; build a system to maintain databases/data systems
conduct structured knowledge transfer activities for the identified client IT personnel and monthly report on the progress of these activities",Strato Solutions Sdn Bhd,-1.0,Kuala Lumpur,Unknown,-1,Company - Public,-1,-1,Unknown / Non-Applicable, 36 -  42 ,1,72,84,39.0,-1,0,0,0,0,0,0,data analyst,653
Data Migration Analyst,MYR 96K (Employer est.),"Requirements
· Must be Malaysian
Job Descriptions
· 6-months contract position
· Up to RM8000 PM
· Develop new GIS data design and structure
· Document the new GIS data design and structure
· Works closely with GIS developers in the apps team to support their need on the GIS spatial data technology domain",AMK Technology Sdn Bhd,4.2,Kuala Lumpur,201 to 500 Employees,2002,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable, 96 ,0,96,96,96.0,18,0,0,0,0,0,0,data migration analyst,306
Junior Data Analyst (Recent Graduate May be Considered),MYR 25K - MYR 38K (Employer est.),"Junior Data Scientist
PM101 Consulting Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia
The ideal candidate's favorite words are learning, data, scale, and agility. You will leverage your strong collaboration skills and ability to extract valuable insights from highly complex data sets to ask the right questions and find the right answers.
Responsibilities
· Analyze raw data: assessing quality, cleansing, structuring for downstream processing
· Identify opportunities for leveraging company data to drive business solutions.",PM101 Consulting,-1.0,Kuala Lumpur,-1,-1,-1,-1,-1,-1, 25 -  38 ,0,25,38,31.5,-1,0,0,0,0,0,0,junior data analyst ,537
Business Intelligence & Data Analyst,MYR 72K - MYR 96K (Employer est.),"Overview of Role The BI & Data Analyst is responsible for the successful delivery, design and support of high visibility desktop reports, mobile reports, and dashboards. As a BI Engineer you will leverage BI applications (including Phocus and Power BI) in accordance with application development standards and best practices. You will work closely with Department heads, SMEs, and Systems engineers from wireframe development to post deployment support. This role will perform data analytics including extracting, restructuring, and cleansing data and assist in solution design efforts including analysis, design and architecture for data and reporting structures. The role will also be responsible for incident management within your area of expertise and providing proper feedback to end-users regarding reporting system status and/or errors. Core Responsibilities translates business needs into technical specifications to deliver customized reporting systems. Accountable for end-to-end development and support of Polyaire’s BI reporting environments for ongoing metrics, reports, dashboards, etc. Creates data visualizations that illustrate data learnings and insights in an understandable and user-friendly manner through UI/UX design. Adopts and adapts to newly approved technologies, programming languages, tools, and standards for business intelligence. Collaborates to ensure application designs utilise appropriate patterns and standards. Creates and refines user manuals for each reporting application/visualisation. Documents BI application specifications and produces operational support manuals. Identifies and interprets trends, patterns, and correlations among various data points. Assesses functional and non-functional requirements and creates designs to meet both business and technical needs. Designs, builds, and maintains automated reporting, dashboards, and analysis to enable teams to self-service data needs. Assists in defining technical requirements such as tool or platform selection criteria for the reporting environments. Assists in solution design efforts (i.e., analysis, data warehouse design, architecture) and understands the data warehouse or data lakes implementation related to BI. Identifies, designs, and implements internal process improvements: automating manual processes, optimizing BI capabilities. Identifies ways to improve data reliability, efficiency and quality of data management required for building BI applications and reports. Communicates technical concepts to non-technical audiences both in written and verbal form. Engages with other business units and customer environments to extract, restructure, and cleanse data. Skills and Competencies 2+ years’ experience working with BI technologies and tools like Microsoft Power BI, Phocas, Tableau etc. 2+ years’ BI related experience using ETL, Data warehousing management, Data Mining, Report Designer, or development; ability to write complex SQL queries against a variety of data sources. 3+ years’ heterogeneous database management systems experience for example: MS SQL, MySQL etc. and working knowledge with various data sources like flat files (csv, delimited), Web API, XML. Proven ability to build consensus between teams with differing architecture and design viewpoints and perspectives. Good understanding of data and query optimization, query profiling, and query performance monitoring tools and techniques. Experience implementing solutions on multiple platforms. Must be self-motivated, responsible, conscientious, and detail oriented. Proven ability to follow priorities and timelines. Must have strong analytical and problem-solving skills. Able to work in a fast-paced agile development environment. Experience Highly desirables: Microsoft Power BI certifications. Epicor or similar ERP experience Experience delivering reporting design, visualizations, and solutions through agile software development methodologies. Excellent verbal and written communication skills. Qualifications BS in Computer Science, Engineering, or equivalent software/services experience.
Airdroitech is the result of Polyaire's many success stories. Being the market leader for more than 3 decades, Polyaire now extends its research and development arm into Malaysia. Airdroitech joins the list of Polyaire's collaborators . Working together with a team of exceptional engineers, Airdroitech aims to play a part in developing talents in this fast paced industry while continuously achieving and exceeding its goals in delivering exceptional solutions in SmartHomes, IoT etc
Bachelor's or Equivalent",Airdroitech Sdn Bhd,-1.0,Petaling Jaya,-1,-1,-1,-1,-1,-1, 72 -  96 ,0,72,96,84.0,-1,1,1,0,1,1,0,business intelligence ,4601
Data Analyst,MYR 84K - MYR 96K (Employer est.),"· Extract, analyze, interpret & identifying pattern in data from various tables
· Managing master data, including creation, updates, and deletion
· Generate reports from single or multiple systems
· Report the results of analysis to the relevant team members
· Supporting initiatives for data integrity and normalization
· Assess the quality of data and filter/clean data by reviewing computer reports, printouts, and performance indicators to locate and correct code problems
· Perform initial analysis to work with Project Manager and delivery team to develop Data Management solution",SVI TECHNOLOGIES SDN BHD,3.5,Kuala Lumpur,51 to 200 Employees,2015,Company - Private,IT Services,Information Technology,$1 to $5 million (USD), 84 -  96 ,0,84,96,90.0,5,0,0,0,0,0,0,data analyst,586
Data Science Analyst,MYR 36K - MYR 42K (Employer est.),"• Designing and maintaining data systems and databases; this includes fixing coding errors and other data-related problems. • Mining data from primary and secondary sources, then reorganizing said data in a format that can be easily read by either human or machine. • Using statistical tools to interpret data sets, paying particular attention to trends and patterns that could be valuable for diagnostic and predictive analytics efforts. • Demonstrating the significance of their work in the context of local, national, and global trends that impact both their organization and industry. • Preparing reports for executive leadership that effectively communicate trends, patterns, and predictions using relevant data. • Collaborating with programmers, engineers, and organizational leaders to identify opportunities for process improvements, recommend system modifications, and develop policies for data governance. • Creating appropriate documentation that allows stakeholders to understand the steps of the data analysis process and duplicate or replicate the analysis if necessary.
We are professional IT solutions and service provider founded in 2008. With more than 10 years of experience, we have helped many customers in refining their IT infrastructure to empower the business. We are also the pioneer in application and desktop virtualization in Malaysia. Our clienteles are across different industries, which include SMB, Enterprises, financial, education, private, and public sectors.
Bachelor's or Equivalent",REFINENETWORKS SDN BHD,-1.0,Petaling Jaya,-1,-1,-1,-1,-1,-1, 36 -  42 ,0,36,42,39.0,-1,0,0,0,0,0,0,data science analyst,1520
Data Analyst,MYR 42K - MYR 48K (Employer est.),"1. Interpret data, analyze results using statistical techniques and provide ongoing reports. 2. Develop and implement databases, data collection systems, data analytics and other strategies that optimize statistical efficiency and quality. 3. Acquire data from primary or secondary data sources from Operation Department or Marketing. 4. Maintain databases/data systems for the organization and liaise with Account Department. 5. Identify, analyze, and interpret trends or patterns in complex data sets provided by the departments involved. 6. Filter, segmentize and replenish @ clean data to allow better audience target in future. 7. Work with management to prioritize business and information needs. 8. Locate and define new process improvement opportunities. 9. Present findings to the management whenever needed. 10. Troubleshooting the reporting database environment and reports. 11. Evaluating changes and updates to source production systems. 12. Training end-users on new reports and dashboards. 13. Providing technical expertise in data storage structures, data mining, and data cleansing.
MyFundAction is a registered and one of the very active NGOs which focuses on youth development in 3 aspects; Volunteerism , Entrepreneurship and Academic Excellence OUR VISION To become the best foundation that is able to nurture holistic global leaders. OUR MISSION Developing young muslim leaders by nurturing entrepreneurial mindset in order to provide the best solution for mankind through Islamic values.
Bachelor's or Equivalent",MyFundAction (Yayasan Kebajikan Muslim),-1.0,Shah Alam,-1,-1,-1,-1,-1,-1, 42 -  48 ,0,42,48,45.0,-1,0,0,0,0,1,0,data analyst,1535
Data Analyst,MYR 66K (Employer est.),"JOB VACANCY
Position : Data Analyst
Nationality : Malaysian
Duration : 12 months contract
Job Description
Required at least 3 years experiences
· Extract, analyze, interpret & identifying pattern in data from various tables
· Managing master data, including creation, updates, and deletion
· Generate reports from single or multiple systems
· Report the results of analysis to the relevant team members
· Supporting initiatives for data integrity and normalization
· Assess the quality of data and filter/clean data by reviewing computer reports, printouts, and performance indicators to locate and correct code problems
· Perform initial analysis to work with Project Manager and delivery team to develop Data Management solution
· Experience in database query using SQL
Advanced Excel skills including pivot tables, graphing and general advanced functions",AMK Technology Sdn Bhd,4.2,Kuala Lumpur,201 to 500 Employees,2002,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable, 66 ,0,66,66,66.0,18,0,0,0,1,1,0,data analyst,857
Data Analyst,MYR 48K - MYR 96K (Employer est.),"Responsibilities
Build clear visualizations in the form of reports and dashboards to convey complicated data to non-technical audience
Develop and enhance data models to support the visualizations and analysis required
Communicate actionable insights with e-commerce clients that align with their strategic goals
Qualifications
Bachelor's degree in Computer Science, Statistics, Applied Mathematics or equivalent experience
2 - 5 years' Business Intelligence and Consulting experiences preferred",Flow Analytics Sdn Bhd,-1.0,Kuala Lumpur,-1,-1,-1,-1,-1,-1, 48 -  96 ,0,48,96,72.0,-1,0,0,0,0,0,0,data analyst,495
Data Analyst,MYR 30K - MYR 42K (Employer est.),"Job Responsibility:
Supporting wide analytics with the collaboration of other departments to understand business reporting needs and requirements.
Analysing and gather data creating documentation and specification for new data production reports for effective communication related to methodologies of business users.
Oversees and facilitates data information flow of company operations and departments.
Analysing and query data from various environments. Interpreting data and providing analytical commentaries to explain or highlight significant findings.
Designing/building adhoc reports and dashboards through analytics tools, such as Tableau or Microsoft SQL.",myNEWS Retail Sdn Bhd,3.7,Malaysia,1001 to 5000 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable, 30 -  42 ,0,30,42,36.0,-1,0,1,0,1,0,0,data analyst,664
MDM Data Analyst,MYR 30K - MYR 54K (Employer est.),"Great Career Progression Opportunities
Excellent Remuneration
About Our Client
Since their modest beginnings in 1972, in a greenfield site in Ireland, Kerry Group has grown from strength to strength to become a leading player in the global food and beverage industry.

This journey has been one of dynamic growth and strategic acquisition. As an organisation, Kerry Group never stands still and they are clear with their colleagues, customers and stakeholders; who they are, what they do, how they do it, where they are going and why they matter - they call this The Kerry Way.",Michael Page,3.7,Kuala Lumpur,201 to 500 Employees,-1,Company - Private,Security Services,Business Services,Unknown / Non-Applicable, 30 -  54 ,0,30,54,42.0,-1,0,0,0,0,1,0,mdm data analyst,577
DATA ANALYST,MYR 42K - MYR 60K (Employer est.),"Basic Background & Requirement:
Bachelor in Actuarial Science, Engineering, Science Studies, Economy Management.
Hire on Project Basis First.
*Interpret data, analyze results using statistical techniques and provide ongoing reports.
*Develop and implement databases, data collection systems, data analytics and other strategies that optimize statistical efficiency and quality.
*Acquire data from primary or secondary data sources from Operation Department or Marketing.",MyFundAction,-1.0,Shah Alam,-1,-1,-1,-1,-1,-1, 42 -  60 ,0,42,60,51.0,-1,0,0,0,0,0,0,data analyst,470
Data Analyst,MYR 25K - MYR 91K (Employer est.),"Your work makes the difference between a user seeing a bus drive away or reaching it just in time. We feel a great sense of responsibility at Citymapper. Millions of users around the world trust our green app to be on time for work, a job interview or a date.
As one of our Data Analysts you will build the timetable data that powers the Citymapper app and help launch new cities. You'll use secret magic (and our internal tools) to transform often messy transit schedules into shiny and reliable user information whilst building, validating, and shipping data directly to users on a daily basis.
Working with our engineers to improve tools and automate tasks, you'll manage data in a range of cities across different formats.
This role is designed for contractors based in Malaysia.",Citymapper,-1.0,Kuala Lumpur,-1,-1,-1,-1,-1,-1, 25 -  91 ,0,25,91,58.0,-1,0,0,0,0,0,0,data analyst,783
